[ERROR] [2017-05-08 10:23:26,875] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,014] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,014] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,014] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,015] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,015] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,015] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,015] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,015] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,015] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,016] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,017] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,017] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,017] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,017] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,017] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,017] [nioEventLoopGroup-3-2] [tcp.netty.ServerHandler] /192.168.1.105:10873has disconnected
[ERROR] [2017-05-08 14:17:00,139] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,140] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,140] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,140] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,140] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,140] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,140] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,140] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,141] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,141] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,141] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,141] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,141] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,141] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,142] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,142] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,142] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,142] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,142] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,142] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,142] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,143] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,143] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,143] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,143] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,143] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,143] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,144] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,145] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,145] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,145] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,145] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,145] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,145] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,146] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,146] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,146] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,146] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,146] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,146] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,146] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,147] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,147] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,147] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,147] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,148] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,149] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,149] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,149] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,149] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,150] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,151] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,152] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,153] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:00,154] [nioEventLoopGroup-3-3] [tcp.netty.ServerHandler] /192.168.1.105:10878has disconnected
[ERROR] [2017-05-08 14:17:09,985] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:17:09,985] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] /192.168.1.105:10765has disconnected
[ERROR] [2017-05-08 14:17:13,058] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:13,058] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] /192.168.1.105:10765has disconnected
[ERROR] [2017-05-08 14:17:15,074] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:15,074] [nioEventLoopGroup-3-6] [tcp.netty.ServerHandler] /192.168.1.105:10754has disconnected
[ERROR] [2017-05-08 14:17:17,148] [nioEventLoopGroup-3-7] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:17,148] [nioEventLoopGroup-3-7] [tcp.netty.ServerHandler] /192.168.1.105:10755has disconnected
[ERROR] [2017-05-08 14:17:18,195] [nioEventLoopGroup-3-8] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:18,195] [nioEventLoopGroup-3-8] [tcp.netty.ServerHandler] /192.168.1.105:10752has disconnected
[ERROR] [2017-05-08 14:17:19,291] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:19,291] [nioEventLoopGroup-3-1] [tcp.netty.ServerHandler] /192.168.1.105:10753has disconnected
[ERROR] [2017-05-08 14:17:21,244] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:21,244] [nioEventLoopGroup-3-2] [tcp.netty.ServerHandler] /192.168.1.105:10758has disconnected
[ERROR] [2017-05-08 14:17:22,304] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:17:22,304] [nioEventLoopGroup-3-3] [tcp.netty.ServerHandler] /192.168.1.105:10759has disconnected
[ERROR] [2017-05-08 14:19:15,317] [nioEventLoopGroup-3-5] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:19:15,318] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] /192.168.1.105:10765has disconnected
[ERROR] [2017-05-08 14:19:16,393] [nioEventLoopGroup-3-6] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:19:16,393] [nioEventLoopGroup-3-6] [tcp.netty.ServerHandler] /192.168.1.105:10754has disconnected
[ERROR] [2017-05-08 14:21:54,993] [nioEventLoopGroup-3-7] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:21:54,993] [nioEventLoopGroup-3-7] [tcp.netty.ServerHandler] /192.168.1.105:10755has disconnected
[ERROR] [2017-05-08 14:22:21,281] [nioEventLoopGroup-3-8] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:22:21,282] [nioEventLoopGroup-3-8] [tcp.netty.ServerHandler] /192.168.1.105:10765has disconnected
[ERROR] [2017-05-08 14:22:24,168] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:22:24,168] [nioEventLoopGroup-3-1] [tcp.netty.ServerHandler] /192.168.1.105:10765has disconnected
[ERROR] [2017-05-08 14:24:07,344] [nioEventLoopGroup-3-2] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:24:07,344] [nioEventLoopGroup-3-2] [tcp.netty.ServerHandler] /192.168.1.105:10754has disconnected
[ERROR] [2017-05-08 14:24:07,772] [nioEventLoopGroup-3-3] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:24:07,772] [nioEventLoopGroup-3-3] [tcp.netty.ServerHandler] /192.168.1.105:10765has disconnected
[ERROR] [2017-05-08 14:24:08,856] [nioEventLoopGroup-3-4] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:24:08,856] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] /192.168.1.105:10754has disconnected
[ERROR] [2017-05-08 14:25:28,327] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
